time,temp,density,ion_count,efield,current_x,current_y
9.9000000000000003553,78751.173570624509011,0.01911713299043218961,30,0.5,v_curr_x,v_curr_y
19.900000000000002132,8087.3562720126255954,0.025524603842843694018,30,0.5,v_curr_x,v_curr_y
29.900000000000002132,3668.4581753152051533,0.024109430252244313381,30,0.5,v_curr_x,v_curr_y
39.900000000000005684,1693.1640546284547781,0.024109430252244313381,30,0.5,v_curr_x,v_curr_y
49.900000000000005684,928.85564314106170514,0.029120970295816873963,30,0.5,v_curr_x,v_curr_y
59.900000000000005684,563.08979937786955361,0.029120970295816873963,30,0.5,v_curr_x,v_curr_y
69.900000000000005684,343.27133804552892116,0.029120970295816873963,30,0.5,v_curr_x,v_curr_y
79.900000000000005684,224.91673585654302769,0.029120970295816873963,30,0.5,v_curr_x,v_curr_y
89.900000000000005684,162.01306430221424648,0.029120970295816873963,30,0.5,v_curr_x,v_curr_y
99.900000000000005684,126.30460207449107202,0.029120970295816873963,30,0.5,v_curr_x,v_curr_y
109.90000000000000568,103.53595324401493372,0.042197642263379950278,30,0.5,v_curr_x,v_curr_y
119.90000000000000568,87.441096207500521587,0.042197642263379950278,30,0.5,v_curr_x,v_curr_y
129.90000000000000568,75.32951885955080229,0.042197642263379950278,30,0.5,v_curr_x,v_curr_y
139.90000000000000568,65.908685271999871702,0.042197642263379950278,30,0.5,v_curr_x,v_curr_y
149.90000000000000568,58.448955581976804297,0.042197642263379950278,30,0.5,v_curr_x,v_curr_y
159.90000000000000568,52.486446032687474883,0.042197642263379950278,30,0.5,v_curr_x,v_curr_y
169.90000000000000568,47.703146803834215461,0.042197642263379950278,30,0.5,v_curr_x,v_curr_y
179.90000000000000568,43.870498528762659873,0.042197642263379950278,30,0.5,v_curr_x,v_curr_y
189.90000000000000568,40.818571470263435685,0.042197642263379950278,30,0.5,v_curr_x,v_curr_y
199.90000000000000568,38.418733360715648928,0.042197642263379950278,30,0.5,v_curr_x,v_curr_y
209.90000000000000568,36.573880339351752866,0.042197642263379950278,30,0.5,v_curr_x,v_curr_y
219.90000000000000568,35.210858570913899257,0.042197642263379950278,30,0.5,v_curr_x,v_curr_y
